Lasse Blaauwbroek, David M. Cerna, Thibault Gauthier, Jan Jakubuv, Cezary Kaliszyk, Martin Suda, Josef Urban 	 Learning Guided Automated Reasoning: A Brief Survey. 	 2024 	 AR, FM 	 https://doi.org/10.48550/arXiv.2403.04017 	 arXiv CoRR abs/2403.04017 (2024).
Paul Helman, Robert Veroff, Susan R. Atlas, Cheryl Willman 	 A Bayesian Network Classification Methodology for Gene Expression Data. 	 2004 	 AR 	 https://www.wikidata.org/entity/Q33209551 	 J. Comput. Biol. 11: 581-615 (2004).
Robert Veroff 	 A Shortest 2-Basis for Boolean Algebra in Terms of the Sheffer Stroke. 	 2003 	 AR 	 https://doi.org/10.1023/A:1027322305654 	 J. Autom. Reason. 31: 1-9 (2003).
Michael Beeson, Robert Veroff, Larry Wos 	 Double-Negation Elimination in Some Propositional Logics 	 2003 	 AR 	 http://arxiv.org/abs/cs/0301026 	 arXiv CoRR cs.LO/0301026 (2003).
William McCune, Robert Veroff, Branden Fitelson, Kenneth Harris, Andrew Feist, Larry Wos 	 Short Single Axioms for Boolean Algebra. 	 2002 	 AR 	 https://www.wikidata.org/entity/Q60061107 	 J. Autom. Reason. 29: 1-16 (2002).
Paul Helman, Robert Veroff 	 The application of automated reasoning to formal models of combinatorial optimization. 	 2001 	 AR 	 https://doi.org/10.1016/S0096-3003(99)00249-0 	 Appl. Math. Comput. 120: 175-194 (2001).
Robert Veroff 	 Finding Shortest Proofs: An Application of Linked Inference Rules. 	 2001 	 AR 	 https://doi.org/10.1023/A:1010635625063 	 J. Autom. Reason. 27: 123-139 (2001).
Robert Veroff 	 Solving Open Questions and Other Challenge Problems Using Proof Sketches. 	 2001 	 AR 	 https://doi.org/10.1023/A:1010639725972 	 J. Autom. Reason. 27: 157-174 (2001).
Gregory H. Chisholm, Steven T. Eckmann, Christopher M. Lain, Robert Veroff 	 Understanding Integrated Circuits. 	 1999 	 AR 	 http://doi.ieeecomputersociety.org/10.1109/54.765201 	 IEEE Des. Test Comput. 16: 26-37 (1999).
Robert Veroff 	 Using Hints to Increase the Effectiveness of an Automated Reasoning Program: Case Studies. 	 1996 	 AR 	 https://doi.org/10.1007/BF00252178 	 J. Autom. Reason. 16: 223-239 (1996).
Larry Wos, Robert Veroff 	 Logical basis for the automation of reasoning: Case studies. 	 1994 	 AR 	  	 Handbook of Logic in Artificial Intelligence and Logic Programming, Volume2, Deduction Methodologies: 1-40 (1994).
Robert Veroff 	 The Linked Inference Principle, I: The Formal Treatment. 	 1992 	 AR 	 https://www.wikidata.org/entity/Q114267080 	 J. Autom. Reason. 8: 213-274 (1992).
Paul Helman, Robert Veroff, Frank R. Carrano 	 Intermediate problem solving and data structures - walls and mirrors (2. ed.). 	 1991 	 AR 	  	 Benjamin/Cummings series in computer science, Benjamin/Cummings (1991).
Paul Helman, Robert Veroff 	 Designing Deductive Databases. 	 1988 	 AR 	 https://doi.org/10.1007/BF00244512 	 J. Autom. Reason. 4: 29-68 (1988).
Larry Wos, Steve Winker, Barry Smith, Robert Veroff, Lawrence J. Henschen 	 A New Use of an Automated Reasoning Assistant: Open Questions in Equivalential Calculus and the Study of Infinite Domains. 	 1984 	 AR 	 https://www.wikidata.org/entity/Q114262293 	 Artif. Intell. 22: 303-356 (1984).
Larry Wos, Robert Veroff, Barry Smith, William McCune 	 The Linked Inference Principle, II: The User's Viewpoint. 	 1984 	 AR 	 https://doi.org/10.1007/978-0-387-34768-4_19 	 7th International Conference on Automated Deduction, Napa, California, USA, May 14-16, 1984, Proceedings: 316-332 (1984).
Larry Henschen, Barry Smith, Robert Veroff, Steve Winker, Larry Wos 	 Questions concerning possible shortest single axioms for the equivalential calculus: an application of automated theorem proving to infinite domains. 	 1983 	 AR 	 https://www.wikidata.org/entity/Q114254310 	 Notre Dame J. Formal Log. 24: 205-223 (1983).
Robert Veroff, Lawrence J. Henschen 	 Application of Automatic Transformations to Program Verification. 	 1981 	 AR 	 http://ijcai.org/Proceedings/81-1/Papers/087.pdf 	 Proceedings of the 7th International Joint Conference on Artificial Intelligence, IJCAI '81, Vancouver, BC, Canada, August 24-28, 1981: 472-479 (1981).
Lasse Blaauwbroek, Miroslav Olsák, Herman Geuvers 	 Hashing Modulo Context-Sensitive α-Equivalence. 	 2024 	 AR 	 https://doi.org/10.48550/arXiv.2401.02948 	 arXiv CoRR abs/2401.02948 (2024).
Jason Rute, Miroslav Olsák, Lasse Blaauwbroek, Fidel Ivan Schaposnik Massolo, Jelle Piepenbrock, Vasily Pestun 	 Graph2Tac: Learning Hierarchical Representations of Math Concepts in Theorem proving. 	 2024 	 AR, FM 	 https://doi.org/10.48550/arXiv.2401.02949 	 arXiv CoRR abs/2401.02949 (2024).
Lasse Blaauwbroek 	 The Tactician's Web of Large-Scale Formal Knowledge. 	 2024 	 AR 	 https://doi.org/10.48550/arXiv.2401.02950 	 arXiv CoRR abs/2401.02950 (2024).
Sergey Rodionov, Zarathustra Amadeus Goertzel, Ben Goertzel 	 An Evaluation of GPT-4 on the ETHICS Dataset. 	 2023 	 AR 	 https://doi.org/10.48550/arXiv.2309.10492 	 arXiv CoRR abs/2309.10492 (2023).
Ben Goertzel, Vitaly Bogdanov, Michael Duncan, Deborah Duong, Zarathustra Amadeus Goertzel, Jan Horlings, Matthew Iklé, Lucius Gregory Meredith, Alexey Potapov, Andre Luiz de Senna, Hedra Seid, Andres Suarez, Adam Vandervorst, Robert Werko 	 OpenCog Hyperon: A Framework for AGI at the Human Level and Beyond. 	 2023 	 AR 	 https://doi.org/10.48550/arXiv.2310.18318 	 arXiv CoRR abs/2310.18318 (2023).
Zarathustra Amadeus Goertzel 	 Make E Smart Again (Short Paper). 	 2020 	 AR 	 https://doi.org/10.1007/978-3-030-51054-1_26 	 Automated Reasoning - 10th International Joint Conference, IJCAR 2020, Paris, France, July 1-4, 2020, Proceedings, Part II: 408-415 (2020).
Zarathustra Amadeus Goertzel 	 Make E Smart Again. 	 2020 	 AR 	 https://arxiv.org/abs/2004.08858 	 arXiv CoRR abs/2004.08858 (2020).
Yutaka Nagashima 	 Faster Smarter Proof by Induction in Isabelle/HOL. 	 2021 	 AR 	 https://doi.org/10.24963/ijcai.2021/273 	 Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence, IJCAI 2021, Virtual Event / Montreal, Canada, 19-27 August 2021.: 1981-1988 (2021).
Yutaka Nagashima 	 Smart Induction for Isabelle/HOL (Tool Paper). 	 2020 	 AR 	 https://doi.org/10.34727/2020/isbn.978-3-85448-042-6_32 	 2020 Formal Methods in Computer Aided Design, FMCAD 2020, Haifa, Israel, September 21-24, 2020: 245-254 (2020).
Yutaka Nagashima 	 Simple Dataset for Proof Method Recommendation in Isabelle/HOL. 	 2020 	 AR 	 https://doi.org/10.1007/978-3-030-53518-6_21 	 Intelligent Computer Mathematics - 13th International Conference, CICM 2020, Bertinoro, Italy, July 26-31, 2020, Proceedings: 297-302 (2020).
Yutaka Nagashima 	 Smart Induction for Isabelle/HOL (System Description). 	 2020 	 AR 	 https://arxiv.org/abs/2001.10834 	 arXiv CoRR abs/2001.10834 (2020).
Yutaka Nagashima 	 Simple Dataset for Proof Method Recommendation in Isabelle/HOL (Dataset Description). 	 2020 	 AR 	 https://arxiv.org/abs/2004.10667 	 arXiv CoRR abs/2004.10667 (2020).
Yutaka Nagashima 	 Towards United Reasoning for Automatic Induction in Isabelle/HOL. 	 2020 	 AR 	 https://arxiv.org/abs/2005.12737 	 arXiv CoRR abs/2005.12737 (2020).
Yutaka Nagashima 	 Faster Smarter Induction in Isabelle/HOL with SeLFiE. 	 2020 	 AR 	 https://arxiv.org/abs/2009.09215 	 arXiv CoRR abs/2009.09215 (2020).
Yutaka Nagashima 	 SeLFiE: Modular Semantic Reasoning for Induction in Isabelle/HOL. 	 2020 	 AR 	 https://arxiv.org/abs/2010.10296 	 arXiv CoRR abs/2010.10296 (2020).
Yutaka Nagashima 	 LiFtEr: Language to Encode Induction Heuristics for Isabelle/HOL. 	 2019 	 AR 	 https://doi.org/10.1007/978-3-030-34175-6_14 	 Programming Languages and Systems - 17th Asian Symposium, APLAS 2019, Nusa Dua, Bali, Indonesia, December 1-4, 2019, Proceedings: 266-287 (2019).
Yutaka Nagashima 	 Towards evolutionary theorem proving for isabelle/HOL. 	 2019 	 AR 	 https://doi.org/10.1145/3319619.3321921 	 Proceedings of the Genetic and Evolutionary Computation Conference Companion, GECCO 2019, Prague, Czech Republic, July 13-17, 2019.: 419-420 (2019).
Yutaka Nagashima 	 Towards Evolutionary Theorem Proving for Isabelle/HOL. 	 2019 	 AR 	 http://arxiv.org/abs/1904.08468 	 arXiv CoRR abs/1904.08468 (2019).
Yutaka Nagashima 	 LiFtEr: Language to Encode Induction Heuristics for Isabelle/HOL. 	 2019 	 AR 	 http://arxiv.org/abs/1906.08084 	 arXiv CoRR abs/1906.08084 (2019).
Yutaka Nagashima 	 Designing Game of Theorems. 	 2019 	 AR 	 http://arxiv.org/abs/1906.08549 	 arXiv CoRR abs/1906.08549 (2019).
Yutaka Nagashima 	 Domain-Specific Language to Encode Induction Heuristics. 	 2019 	 AR 	 http://arxiv.org/abs/1907.02594 	 arXiv CoRR abs/1907.02594 (2019).
Yutaka Nagashima, Yilun He 	 PaMpeR: proof method recommendation system for Isabelle/HOL. 	 2018 	 AR 	 https://doi.org/10.1145/3238147.3238210 	 Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering, ASE 2018, Montpellier, France, September 3-7, 2018: 362-372 (2018).
Yutaka Nagashima, Julian Parsert 	 Goal-Oriented Conjecturing for Isabelle/HOL. 	 2018 	 AR 	 https://doi.org/10.1007/978-3-319-96812-4_19 	 Intelligent Computer Mathematics - 11th International Conference, CICM 2018, Hagenberg, Austria, August 13-17, 2018, Proceedings: 225-231 (2018).
Yutaka Nagashima, Julian Parsert 	 Goal-Oriented Conjecturing for Isabelle/HOL. 	 2018 	 AR 	 http://arxiv.org/abs/1806.04774 	 arXiv CoRR abs/1806.04774 (2018).
Yutaka Nagashima, Yilun He 	 PaMpeR: Proof Method Recommendation System for Isabelle/HOL. 	 2018 	 AR 	 http://arxiv.org/abs/1806.07239 	 arXiv CoRR abs/1806.07239 (2018).
Yutaka Nagashima 	 Towards Machine Learning Mathematical Induction. 	 2018 	 AR 	 http://arxiv.org/abs/1812.04088 	 arXiv CoRR abs/1812.04088 (2018).
Yutaka Nagashima, Ramana Kumar 	 A Proof Strategy Language and Proof Script Generation for Isabelle/HOL. 	 2017 	 AR 	 https://doi.org/10.1007/978-3-319-63046-5_32 	 Automated Deduction - CADE 26 - 26th International Conference on Automated Deduction, Gothenburg, Sweden, August 6-11, 2017, Proceedings: 528-545 (2017).
Yutaka Nagashima 	 Towards Smart Proof Search for Isabelle. 	 2017 	 AR 	 http://arxiv.org/abs/1701.03037 	 arXiv CoRR abs/1701.03037 (2017).
Yutaka Nagashima 	 Proof Strategy Language. 	 2016 	 AR 	 https://www.isa-afp.org/entries/Proof_Strategy_Language.shtml 	 Arch. Formal Proofs 2016: (2016).
Sidney Amani, Alex Hixon, Zilin Chen, Christine Rizkallah, Peter Chubb, Liam O'Connor, Joel Beeren, Yutaka Nagashima, Japheth Lim, Thomas Sewell, Joseph Tuong, Gabriele Keller, Toby C. Murray, Gerwin Klein, Gernot Heiser 	 CoGENT: Verifying High-Assurance File System Implementations. 	 2016 	 AR 	 https://doi.org/10.1145/2980024.2872404 	 Proceedings of the Twenty-First International Conference on Architectural Support for Programming Languages and Operating Systems, ASPLOS 2016, Atlanta, GA, USA, April 2-6, 2016: 175-188 (2016).
Liam O'Connor, Zilin Chen, Christine Rizkallah, Sidney Amani, Japheth Lim, Toby C. Murray, Yutaka Nagashima, Thomas Sewell, Gerwin Klein 	 Refinement through restraint: bringing down the cost of verification. 	 2016 	 AR 	 https://doi.org/10.1145/3022670.2951940 	 Proceedings of the 21st ACM SIGPLAN International Conference on Functional Programming, ICFP 2016, Nara, Japan, September 18-22, 2016: 89-102 (2016).
Christine Rizkallah, Japheth Lim, Yutaka Nagashima, Thomas Sewell, Zilin Chen, Liam O'Connor, Toby C. Murray, Gabriele Keller, Gerwin Klein 	 A Framework for the Automatic Formal Verification of Refinement from Cogent to C. 	 2016 	 AR 	 https://doi.org/10.1007/978-3-319-43144-4_20 	 Interactive Theorem Proving - 7th International Conference, ITP 2016, Nancy, France, August 22-25, 2016, Proceedings: 323-340 (2016).
Liam O'Connor, Christine Rizkallah, Zilin Chen, Sidney Amani, Japheth Lim, Yutaka Nagashima, Thomas Sewell, Alex Hixon, Gabriele Keller, Toby C. Murray, Gerwin Klein 	 COGENT: Certified Compilation for a Functional Systems Language. 	 2016 	 AR 	 http://arxiv.org/abs/1601.05520 	 arXiv CoRR abs/1601.05520 (2016).
Yutaka Nagashima, Ramana Kumar 	 A Proof Strategy Language and Proof Script Generation for Isabelle. 	 2016 	 AR 	 http://arxiv.org/abs/1606.02941 	 arXiv CoRR abs/1606.02941 (2016).
Yutaka Nagashima, Liam O'Connor 	 Close Encounters of the Higher Kind Emulating Constructor Classes in Standard ML. 	 2016 	 AR 	 http://arxiv.org/abs/1608.03350 	 arXiv CoRR abs/1608.03350 (2016).
Bartosz Piotrowski, Ramon Fernández Mir, Edward W. Ayers 	 Machine-Learned Premise Selection for Lean. 	 2023 	 FM 	 https://doi.org/10.1007/978-3-031-43513-3_10 	 Automated Reasoning with Analytic Tableaux and Related Methods - 32nd International Conference, TABLEAUX 2023, Prague, Czech Republic, September 18-21, 2023, Proceedings: 175-186 (2023).
Zhangir Azerbayev, Bartosz Piotrowski, Hailey Schoelkopf, Edward W. Ayers, Dragomir Radev, Jeremy Avigad 	 ProofNet: Autoformalizing and Formally Proving Undergraduate-Level Mathematics. 	 2023 	 FM 	 https://doi.org/10.48550/arXiv.2302.12433 	 arXiv CoRR abs/2302.12433 (2023).
Bartosz Piotrowski, Ramon Fernández Mir, Edward W. Ayers 	 Machine-Learned Premise Selection for Lean. 	 2023 	 FM 	 https://doi.org/10.48550/arXiv.2304.00994 	 arXiv CoRR abs/2304.00994 (2023).
Bartosz Pawel Piotrowski, Miron Bartosz Kursa 	 Fully Automatic Classification of Flow Cytometry Data. 	 2018 	 FM 	 https://www.wikidata.org/entity/Q112319718 	 Foundations of Intelligent Systems - 24th International Symposium, ISMIS 2018, Limassol, Cyprus, October 29-31, 2018, Proceedings: 3-12 (2018).
Barbora Hudcová, Jakub Krásenský 	 Simulation limitations of affine cellular automata. 	 2024 	 FAI 	 https://doi.org/10.1016/j.tcs.2024.114606 	 Theor. Comput. Sci. 1003: (2024).
Barbora Hudcová, Jakub Krásenský 	 Simulation Limitations of Affine Cellular Automata. 	 2023 	 FAI 	 https://doi.org/10.48550/arXiv.2311.14477 	 arXiv CoRR abs/2311.14477 (2023).
Erik Derner, Kristina Batistic 	 Beyond the Safeguards: Exploring the Security Risks of ChatGPT. 	 2023 	 ML 	 https://doi.org/10.48550/arXiv.2305.08005 	 arXiv CoRR abs/2305.08005 (2023).
Erik Derner, Dalibor Kucera, Nuria Oliver, Jan Zahálka 	 Can ChatGPT Read Who You Are? 	 2023 	 ML 	 https://doi.org/10.48550/arXiv.2312.16070 	 arXiv CoRR abs/2312.16070 (2023).
Clara Gómez, Alejandra C. Hernández, Erik Derner, Ramón Barber 	 Semantic Localization through Propagation of Scene Information in a Hierarchical Model. 	 2019 	 ML 	 https://doi.org/10.1109/ECMR.2019.8870972 	 2019 European Conference on Mobile Robots, ECMR 2019, Prague, Czech Republic, September 4-6, 2019: 1-6 (2019).
Alejandra C. Hernández, Clara Gómez, Erik Derner, Ramón Barber 	 Indoor Scene Recognition based on Weighted Voting Schemes. 	 2019 	 ML 	 https://doi.org/10.1109/ECMR.2019.8870931 	 2019 European Conference on Mobile Robots, ECMR 2019, Prague, Czech Republic, September 4-6, 2019: 1-6 (2019).
Miroslav Kulich, Jirí Kubalík, Libor Preucil 	 An Integrated Approach to Goal Selection in Mobile Robot Exploration. 	 2020 	 ML 	 https://arxiv.org/abs/2007.10085 	 arXiv CoRR abs/2007.10085 (2020).
Miroslav Kulich, Jirí Kubalík, Libor Preucil 	 An Integrated Approach to Goal Selection in Mobile Robot Exploration. 	 2019 	 ML 	 https://www.wikidata.org/entity/Q64068119 	 Sensors 19: (2019).
Jirí Kubalík, Petr Kadera, Václav Jirkovský, Lukás Kurilla, Simon Prokop 	 Plant Layout Optimization Using Evolutionary Algorithms. 	 2019 	 ML 	 https://doi.org/10.1007/978-3-030-27878-6_14 	 Industrial Applications of Holonic and Multi-Agent Systems - 9th International Conference, HoloMAS 2019, Linz, Austria, August 26-29, 2019, Proceedings: 173-188 (2019).
Frantisek Hruska, Jirí Kubalík 	 Selection Hyper-Heuristic Using a Portfolio of Derivative Heuristics. 	 2015 	 ML 	 https://doi.org/10.1145/2739482.2764686 	 Genetic and Evolutionary Computation Conference, GECCO 2015, Madrid, Spain, July 11-15, 2015, Companion Material Proceedings: 1401-1402 (2015).
Jirí Kubalík, Michal Snizek 	 A novel evolutionary algorithm with indirect representation and extended nearest neighbor constructive procedure for solving routing problems. 	 2014 	 ML 	 https://doi.org/10.1109/ISDA.2014.7066254 	 14th International Conference on Intelligent Systems Design and Applications, ISDA 2014, Okinawa, Japan, November 28-30, 2014: 156-161 (2014).
Jirí Kubalík, Jaroslav Pokorný, Martin Víta, Peter Vojtás 	 Generic Private Social Network for Knowledge Management. 	 2014 	 ML 	 https://doi.org/10.1007/978-3-319-20370-6_3 	 Web Information Systems Engineering - WISE 2014 Workshops - 15th International Workshops IWCSN 2014, Org2 2014, PCS 2014, and QUAT 2014, Thessaloniki, Greece, October 12-14, 2014, Revised Selected Papers: 27-41 (2014).
Ján Cerný, Jirí Kubalík 	 Co-evolutionary Approach to Design of Robotic Gait. 	 2013 	 ML 	 https://doi.org/10.1007/978-3-642-37192-9_55 	 Applications of Evolutionary Computation - 16th European Conference, EvoApplications 2013, Vienna, Austria, April 3-5, 2013. Proceedings: 550-559 (2013).
Jaromír Mlejnek, Jirí Kubalík 	 Evolutionary hyperheuristic for capacitated vehicle routing problem. 	 2013 	 ML 	 https://doi.org/10.1145/2464576.2464684 	 Genetic and Evolutionary Computation Conference, GECCO '13, Amsterdam, The Netherlands, July 6-10, 2013, Companion Material Proceedings: 219-220 (2013).
Ján Cerný, Jirí Kubalík 	 Analysis of Co-evolutionary Approach for Robotic Gait Generation. 	 2013 	 ML 	 https://doi.org/10.5220/0004554900370046 	 IJCCI 2013 - Proceedings of the 5th International Joint Conference on Computational Intelligence, Vilamoura, Algarve, Portugal, 20-22 September, 2013: 37-46 (2013).
Petr Posík, Jirí Kubalík 	 Experimental Comparison of Six Population-Based Algorithms for Continuous Black Box Optimization. 	 2012 	 ML 	 https://www.wikidata.org/entity/Q51353740 	 Evol. Comput. 20: 483-508 (2012).
Kamil Matousek, Jirí Kubalík, Martin Necaský, Peter Vojtás 	 Exploiting Potential of the Professional Social Network Portal "SitIT". 	 2012 	 ML 	 https://doi.org/10.1007/978-3-642-32518-2_28 	 New Trends in Databases and Information Systems, Workshop Proceedings of the 16th East European Conference, ADBIS 2012, Poznań, Poland, September 17-21, 2012: 295-304 (2012).
Michal Kopecky, Jaroslav Pokorný, Peter Vojtás, Jirí Kubalík, Kamil Matousek, Milos Maryska, Ota Novotný, Ladislav Peska 	 Testing and Evaluating Software in a Social Network Creating Baseline Knowledge. 	 2012 	 ML 	 https://doi.org/10.3233/978-1-61499-177-9-127 	 Information Modelling and Knowledge Bases XXIV, 22nd European-Japanese Conference on Information Modelling and Knowledge Bases (EJC 2012), Prague, Czech Republic, June, 4-9, 2012: 127-141 (2012).
Jirí Kubalík 	 Hyper-Heuristic Based on Iterated Local Search Driven by Evolutionary Algorithm. 	 2012 	 ML 	 https://doi.org/10.1007/978-3-642-29124-1_13 	 Evolutionary Computation in Combinatorial Optimization - 12th European Conference, EvoCOP 2012, Málaga, Spain, April 11-13, 2012. Proceedings: 148-159 (2012).
Petr Buryan, Jirí Kubalík 	 Context-sensitive refinements for stochastic optimisation algorithms in inductive logic programming. 	 2011 	 ML 	 https://doi.org/10.1007/s10462-010-9181-y 	 Artif. Intell. Rev. 35: 19-36 (2011).
